age,sex_new,breed_new,likes_people_new,coat_new,size_new,month_found_new
6.92,0,1,0,1,1,01
11.5,0,1,0,2,0,04
7.0,0,0,0,1,2,06
7.75,1,0,0,0,0,04
6.5,1,0,0,0,1,04
7.92,0,0,0,0,1,05
8.5,1,0,0,0,0,05
6.58,1,0,0,0,1,05
6.17,0,0,0,0,1,05
14.0,0,1,0,2,0,04
5.92,0,0,0,0,2,05
5.75,1,0,0,1,0,05
7.67,0,0,0,0,2,04
7.5,1,0,0,0,0,04
7.5,1,1,0,0,1,04
14.0,1,1,0,2,0,04
7.5,1,0,0,0,1,04
10.58,0,1,0,1,2,05
7.17,0,0,0,0,1,04
10.92,1,1,0,3,0,04
7.67,1,0,0,0,1,04
6.75,1,0,0,0,1,04
8.5,0,0,0,0,1,04
6.08,0,0,0,0,1,02
7.5,0,1,0,0,1,05
9.67,1,1,0,0,1,04
7.67,1,0,0,0,1,04
7.42,0,0,1,1,1,05
5.92,0,1,0,0,1,03
6.83,0,0,0,3,1,03
6.92,0,1,0,0,1,05
9.67,0,0,0,1,1,04
7.17,0,0,0,0,1,04
6.5,1,0,0,0,1,04
7.42,0,0,0,0,1,04
6.83,0,0,0,0,1,03
8.17,0,0,0,0,1,04
15.75,0,0,0,1,1,04
6.75,1,0,0,0,1,04
6.17,1,1,0,1,1,04
8.17,0,0,0,0,1,04
6.83,1,0,0,0,1,04
8.75,0,1,0,1,1,04
8.08,0,0,0,1,1,01
8.75,1,0,0,0,1,03
7.75,1,0,0,0,1,03
6.17,0,0,0,1,1,03
12.75,0,1,0,0,0,03
11.0,0,1,0,0,2,01
7.92,1,0,0,1,1,03
9.17,0,1,0,1,1,03
14.67,1,1,0,0,1,03
6.92,0,0,0,0,1,03
11.08,0,0,0,0,1,03
8.75,1,1,0,0,1,03
8.75,0,0,0,0,1,03
8.75,0,0,0,0,0,03
8.67,0,0,0,0,1,03
7.5,0,0,0,0,1,03
6.92,1,1,0,3,1,03
7.5,1,1,0,0,1,03
7.0,0,0,0,0,1,03
7.83,0,1,0,0,1,03
6.92,1,0,0,0,1,03
6.92,0,1,0,0,1,03
6.92,0,1,0,0,1,03
11.83,1,1,0,0,1,03
11.83,0,1,0,0,1,03
6.92,0,1,0,3,1,03
6.92,0,1,0,0,1,03
7.83,1,1,0,0,1,02
8.5,1,0,0,0,1,03
13.75,1,1,0,0,1,03
7.75,1,1,0,0,1,03
6.58,1,0,0,1,1,03
6.42,1,1,0,0,1,03
13.75,1,1,0,0,1,03
9.83,1,1,0,0,1,03
7.33,1,1,0,0,1,03
6.5,0,0,0,0,1,01
10.75,1,0,0,0,1,03
6.75,0,1,0,0,0,02
7.17,1,1,0,1,1,02
7.17,1,1,0,0,1,02
6.75,0,1,0,2,1,02
13.75,0,1,0,0,0,03
9.92,0,0,0,0,0,05
7.92,0,0,0,0,1,01
7.75,0,0,0,0,1,02
8.25,1,1,0,0,1,01
7.25,1,0,0,0,0,01
6.75,0,0,0,3,1,06
7.33,0,1,0,0,1,02
7.92,1,1,0,1,0,12
8.67,0,1,0,1,1,05
6.08,0,0,0,3,1,01
7.08,0,1,0,2,1,01
16.83,1,1,0,0,1,12
7.33,0,1,0,1,1,08
9.83,1,1,0,0,1,08
11.67,0,1,0,2,2,11
9.17,0,0,0,0,2,12
12.08,1,1,0,0,1,01
6.83,0,1,0,0,0,08
10.92,0,0,0,3,1,01
12.92,0,0,0,0,2,12
10.17,1,0,0,0,1,01
11.0,0,1,0,1,2,12
14.33,0,0,0,0,2,12
8.92,1,1,0,0,1,12
7.0,1,1,0,1,1,10
6.92,0,0,0,0,1,01
13.67,1,1,0,2,1,06
6.08,1,0,0,0,1,12
7.5,0,1,0,0,1,11
7.92,0,0,0,0,2,06
8.08,0,0,0,0,1,05
7.5,1,0,0,0,2,07
7.42,0,1,0,0,1,09
8.17,0,1,0,3,1,09
7.25,0,0,0,0,1,11
9.08,1,0,0,0,1,07
6.5,0,1,0,1,0,09
9.08,0,1,0,0,2,07
8.17,1,1,0,0,1,11
7.08,0,1,0,1,0,10
7.25,0,0,0,0,1,11
8.17,1,0,0,0,1,05
11.0,0,1,0,2,2,07
11.0,1,1,0,0,2,10
9.92,1,1,0,0,1,08
14.92,0,0,0,1,2,01
7.17,0,1,0,0,1,09
10.08,0,1,0,0,2,12
11.17,0,0,0,0,1,09
14.42,0,0,0,0,2,01
16.17,0,0,0,0,2,01
15.92,0,1,0,2,1,09
10.92,0,1,0,1,2,03
6.58,1,1,0,0,0,09
12.92,1,0,0,2,1,07
13.92,0,1,0,0,0,01
14.17,1,1,0,1,1,01
6.83,1,1,0,1,0,09
8.33,0,1,0,0,0,09
7.0,0,1,0,0,2,09
7.25,0,1,0,0,1,08
7.17,1,1,0,0,2,09
7.92,0,1,0,1,1,08
7.17,0,1,0,1,2,08
8.25,1,1,0,1,2,08
14.33,1,1,0,0,1,08
12.25,0,1,0,0,1,04
8.25,0,1,0,0,1,09
7.5,1,0,0,3,1,08
13.17,1,0,0,2,2,01
6.67,0,0,0,0,1,08
7.5,1,1,0,0,2,07
9.25,0,1,0,0,0,08
7.17,1,1,0,0,2,08
11.17,1,0,0,0,1,02
8.33,1,0,0,0,1,08
6.75,0,0,0,3,1,03
7.92,0,1,0,1,2,06
6.67,0,1,0,0,0,08
10.33,1,0,0,0,2,01
7.0,1,1,0,0,2,07
8.25,1,1,0,0,0,08
6.5,1,1,0,0,1,08
14.33,1,0,0,0,1,08
7.67,0,1,0,0,2,01
6.75,0,0,0,3,1,03
6.75,0,0,0,1,1,03
6.5,1,1,0,0,1,08
7.33,0,1,0,0,0,08
12.17,0,1,0,0,2,03
6.67,0,0,0,0,1,06
6.67,0,1,0,1,1,04
6.58,0,0,0,1,0,07
11.83,1,1,0,0,0,07
8.33,0,0,0,0,1,09
7.83,1,1,0,0,1,09
7.0,1,1,0,0,1,07
7.42,0,1,0,1,0,07
11.83,1,1,0,0,0,07
6.92,1,1,0,0,1,06
7.33,0,1,0,1,2,07
6.67,1,1,0,0,1,05
6.75,0,0,0,0,1,06
8.92,0,1,0,0,0,05
9.33,0,1,0,0,1,09
10.33,0,1,0,1,0,07
7.08,1,0,0,0,1,06
14.58,0,0,0,1,1,04
6.17,0,0,0,1,0,12
8.92,0,0,0,0,2,03
8.92,1,0,0,0,2,03
7.0,0,0,0,0,1,06
8.92,1,1,0,0,2,06
6.17,0,0,0,0,0,12
14.92,0,1,0,0,2,05
6.5,0,0,0,0,0,07
12.25,0,0,0,0,2,06
8.75,1,1,0,0,1,06
11.42,1,1,0,2,2,06
10.92,1,0,0,2,1,03
6.75,0,0,0,0,1,04
6.58,1,0,0,0,0,06
14.42,1,0,0,0,2,06
7.25,1,1,0,0,1,06
13.0,0,0,0,0,1,08
11.5,1,1,0,0,1,04
6.75,0,1,0,0,1,06
8.5,0,0,0,0,1,05
7.0,0,1,0,2,2,02
12.5,1,1,0,2,1,05
7.25,0,0,0,2,0,11
9.5,0,0,0,0,2,05
6.83,1,0,0,1,2,04
8.0,0,0,0,1,2,06
7.17,0,1,0,0,1,05
8.0,0,0,0,0,2,11
7.0,0,0,0,1,1,04
9.33,0,1,0,0,1,05
18.5,0,0,0,1,2,06
11.67,0,1,0,0,1,04
8.58,0,0,0,1,1,04
14.92,0,1,0,0,1,04
17.25,0,0,0,0,1,05
7.92,1,0,0,0,0,02
11.58,0,1,0,2,0,04
7.17,0,1,0,0,1,05
8.08,0,1,0,1,1,04
12.42,1,0,0,0,1,04
7.08,0,0,0,1,1,02
8.92,1,1,0,0,1,12
14.67,1,0,0,0,0,04
6.92,1,0,1,1,0,05
9.0,1,0,0,0,1,01
12.58,0,1,0,3,1,04
8.08,1,1,0,0,2,04
15.67,0,0,0,0,1,03
7.33,1,0,0,3,1,02
10.0,0,0,0,0,1,02
10.75,0,1,0,2,1,12
8.17,1,0,0,0,2,03
8.92,0,1,0,0,0,03
7.75,0,0,0,0,0,03
7.33,1,0,0,3,1,02
7.0,1,0,0,0,1,02
8.08,1,0,0,1,1,11
10.92,1,1,0,2,0,02
7.25,0,1,0,0,1,03
10.75,0,0,0,2,1,02
16.75,0,1,0,2,0,02
7.33,1,0,0,3,1,02
8.17,0,0,0,0,1,02
8.75,0,0,0,0,1,01
13.75,0,0,0,0,0,02
10.75,0,0,0,1,1,02
7.92,1,0,0,0,1,02
18.75,0,0,0,0,2,12
9.75,0,1,0,0,1,11
7.75,1,1,0,1,1,12
12.58,1,0,0,0,1,07
10.67,0,1,0,0,0,07
7.42,0,1,0,0,1,01
15.92,0,1,0,0,1,01
9.42,1,1,0,1,0,02
9.25,0,0,0,0,1,11
10.08,0,1,0,3,0,07
7.58,0,0,0,2,1,08
11.67,1,1,0,3,1,02
11.5,0,0,0,2,2,06
8.17,0,0,0,1,1,10
8.92,0,1,0,0,1,11
16.92,0,1,0,1,1,12
16.92,0,1,0,1,2,12
7.33,1,0,0,0,1,09
10.25,1,0,0,0,2,05
9.0,0,0,0,1,1,01
11.42,0,1,0,1,0,11
7.33,1,0,0,0,1,09
16.92,0,1,0,0,0,01
16.92,0,1,0,1,2,01
13.92,0,1,0,0,2,12
10.42,1,0,0,1,1,10
16.92,0,1,0,2,1,11
11.67,0,0,0,2,2,01
7.67,0,0,0,1,1,09
7.58,1,0,0,0,2,01
9.92,0,0,0,1,2,08
7.92,0,0,0,0,2,12
10.42,0,1,0,0,2,01
15.92,0,1,0,0,1,08
8.33,0,1,0,0,1,12
8.92,1,1,0,0,1,10
8.75,1,0,0,0,2,05
9.92,1,0,0,0,1,07
11.25,1,1,0,0,0,08
9.92,1,0,0,2,1,06
9.92,0,0,0,0,1,04
8.83,1,1,0,1,1,10
10.5,1,1,0,3,1,06
12.92,0,0,0,0,1,12
7.92,1,1,0,0,2,08
7.42,0,0,0,0,2,08
13.92,1,0,0,2,1,08
7.83,0,0,0,1,2,07
15.58,0,0,0,3,1,06
9.92,0,0,0,2,1,07
7.42,0,0,0,1,1,08
9.42,0,0,0,0,1,05
9.67,1,1,0,1,1,06
13.92,1,1,0,2,1,07
8.0,0,0,0,1,0,08
11.92,0,0,0,3,0,08
8.67,0,0,0,0,2,07
8.5,1,0,0,1,1,11
8.17,0,0,0,0,1,05
8.75,0,0,0,0,1,10
8.67,1,0,0,0,1,05
12.08,1,1,0,0,2,11
7.33,1,0,0,0,0,11
8.58,0,0,0,0,1,04
7.92,1,0,0,0,1,10
8.67,1,0,0,0,1,01
7.75,1,0,0,0,1,06
8.0,1,0,0,0,1,04
7.75,1,0,0,0,1,06
8.42,0,0,0,0,0,01
7.5,1,0,0,0,1,10
7.92,1,0,0,0,1,10
10.92,1,0,0,1,2,06
9.92,1,0,0,0,0,01
8.67,0,0,0,0,2,10
10.0,0,0,0,0,2,11
9.17,0,0,0,2,1,09
11.25,0,0,0,0,1,09
8.33,0,0,0,0,1,08
8.42,1,0,0,0,1,07
13.0,0,1,0,0,0,11
9.75,1,0,0,0,1,10
9.17,0,1,0,0,2,10
8.75,1,1,0,0,1,10
9.92,0,0,0,0,1,10
9.33,0,0,0,1,1,08
9.33,0,0,0,0,1,09
9.83,1,1,0,0,2,02
10.67,1,0,0,1,1,03
17.92,0,1,0,0,1,01
8.67,0,1,0,0,1,09
10.92,0,0,0,0,1,09
9.92,0,1,0,0,1,11
7.33,1,1,0,0,1,09
15.25,0,1,0,1,2,03
11.92,1,1,0,0,1,10
13.0,1,0,0,0,1,03
11.58,1,0,0,0,1,05
12.42,1,1,0,0,2,10
8.83,1,1,0,0,2,09
10.25,1,1,0,0,1,09
13.33,1,1,0,0,1,08
14.92,0,0,0,1,1,12
10.92,1,0,0,0,1,10
12.92,1,1,1,2,2,11
9.58,1,1,0,0,0,09
10.08,0,0,0,0,1,05
9.08,1,1,0,1,2,03
8.92,0,0,0,1,1,10
11.08,0,1,0,0,0,08
11.75,0,1,0,0,1,03
11.83,1,1,0,0,1,04
8.17,1,1,0,3,1,10
8.58,0,0,0,0,1,01
10.08,1,1,0,0,0,09
12.92,1,0,0,0,1,01
8.33,1,0,0,0,1,08
9.17,0,1,0,0,2,09
11.08,0,1,0,1,1,09
8.25,1,0,0,0,1,01
9.5,1,0,0,0,1,01
9.25,1,0,0,0,1,01
12.92,1,0,0,0,1,01
10.17,1,0,0,0,1,01
11.92,0,0,0,0,1,01
9.58,1,0,0,0,1,01
8.67,0,0,0,0,1,01
8.17,1,0,0,0,1,05
7.92,0,0,0,0,1,09
19.42,0,0,0,0,1,01
13.92,1,0,0,3,1,01
15.92,1,0,0,0,1,01
9.17,0,0,0,0,1,01
9.33,1,0,0,3,1,06
7.58,0,1,0,0,0,08
11.17,0,0,0,0,1,01
14.92,1,1,0,0,0,01
10.75,0,0,0,0,1,01
9.83,0,0,0,0,1,01
9.42,1,0,0,0,1,01
12.92,1,1,0,0,0,01
8.58,0,0,0,0,1,01
13.92,0,0,0,0,1,01
8.58,0,0,0,0,1,01
10.75,0,0,0,0,2,01
14.92,0,1,0,0,1,01
9.58,1,0,0,0,1,01
11.92,0,1,0,1,1,01
13.75,0,1,0,0,2,01
9.58,0,0,0,1,1,01
14.92,0,0,0,0,1,01
11.75,0,0,0,1,1,01
10.75,0,0,0,0,1,01
13.75,1,1,0,3,2,01
11.83,1,0,0,3,1,02
12.92,0,0,0,1,2,01
13.92,0,0,0,0,1,01
12.75,1,0,0,0,1,01
12.92,0,0,0,0,1,01
8.83,0,0,0,0,1,05
9.92,1,0,0,0,1,03
17.92,0,0,0,1,1,02
13.92,0,0,0,0,1,01
12.75,1,0,0,0,1,01
10.92,1,1,0,0,1,01
11.92,1,1,0,0,1,01
11.92,1,0,0,0,1,01
12.92,0,0,0,3,1,10
7.5,0,1,0,1,1,08
17.33,0,0,0,2,1,08
10.08,0,0,0,0,1,01
9.92,1,0,0,0,2,06
8.75,1,1,0,0,1,06
11.17,0,1,0,1,2,09
10.92,0,0,0,1,1,01
11.92,0,1,0,0,1,01
10.25,0,1,0,1,2,08
12.25,1,0,0,0,1,08
7.75,1,1,0,0,1,08
8.25,0,0,0,3,0,08
7.67,1,1,0,0,1,04
13.33,0,1,0,2,1,08
8.08,1,1,0,1,1,08
13.33,1,0,0,0,0,07
11.25,1,0,0,0,1,03
16.25,0,1,0,0,2,08
11.92,0,1,0,1,2,09
7.58,0,1,0,1,1,08
8.08,1,1,0,1,1,08
9.25,0,0,0,0,1,08
12.25,0,1,0,0,0,05
11.25,1,1,0,1,1,04
7.5,0,1,0,0,0,08
7.83,0,1,0,1,1,06
7.67,1,0,0,0,1,06
7.42,0,0,0,0,0,07
9.25,1,0,0,1,1,05
7.58,1,0,0,0,0,07
11.25,1,0,0,0,1,07
7.67,0,0,0,0,1,06
7.92,0,0,0,0,1,06
7.67,0,0,0,0,1,06
8.25,0,0,0,0,1,07
7.67,1,0,0,0,1,06
7.67,1,0,0,0,1,06
7.67,1,0,0,0,1,06
9.25,1,1,0,0,2,07
8.25,1,0,0,1,1,06
9.25,0,0,0,0,1,06
10.25,1,1,0,0,1,06
9.25,1,1,0,0,1,06
9.25,1,1,0,0,0,06
9.25,1,0,0,0,2,05
13.25,0,1,0,1,1,06
9.25,0,1,0,0,1,07
10.25,0,1,0,1,2,07
10.25,0,1,0,0,1,07
8.67,1,0,0,1,0,07
14.25,0,1,0,0,0,06
19.25,0,0,0,1,1,06
11.25,0,1,0,1,1,07
10.33,0,0,0,2,0,03
7.75,1,0,0,3,1,07
9.83,0,1,0,0,2,07
10.25,1,1,0,1,0,07
8.33,1,0,0,0,1,07
10.58,0,0,0,3,1,02
10.25,0,1,0,1,1,07
10.33,1,0,0,0,1,05
13.33,0,1,0,0,0,04
8.83,0,0,0,0,1,01
8.25,1,1,0,1,1,07
14.25,0,1,0,1,0,07
9.08,0,0,0,0,1,05
9.33,1,1,0,0,1,07
9.58,1,0,0,0,2,07
12.33,0,0,0,0,1,05
16.5,0,1,0,0,1,06
15.33,0,0,0,3,0,06
8.08,1,1,0,0,1,11
8.42,1,0,0,0,1,05
10.08,1,0,0,0,1,07
7.58,0,0,0,1,0,06
12.33,1,0,0,3,2,07
7.75,1,0,0,0,2,05
13.92,0,0,0,0,1,05
7.83,1,1,0,0,1,06
12.5,0,1,0,3,1,06
15.5,1,0,0,2,1,01
7.83,0,0,0,3,0,03
18.5,1,1,0,0,1,06
7.67,0,1,0,1,1,04
14.5,1,1,0,0,1,06
8.08,0,1,0,0,1,11
8.92,0,0,0,0,1,02
10.5,0,0,0,1,1,03
8.92,0,0,0,0,1,02
9.42,0,0,0,0,1,03
13.5,1,0,0,0,1,04
13.5,0,0,0,1,1,06
10.08,0,1,0,0,0,02
9.92,0,0,0,1,2,03
9.08,0,0,0,3,0,04
14.5,1,1,0,0,2,03
8.42,1,1,0,3,0,09
10.08,1,0,0,1,1,03
7.67,1,1,0,0,1,04
10.58,0,0,0,0,1,06
8.5,1,1,0,0,0,03
13.92,0,1,0,1,2,10
13.17,1,1,0,0,1,02
7.83,0,0,0,1,1,05
7.83,0,0,0,1,1,05
12.58,0,1,0,1,1,08
14.92,0,1,0,0,1,07
7.83,0,0,0,1,1,05
7.83,0,0,0,1,1,05
11.92,1,1,0,3,1,06
7.67,0,0,0,0,1,05
11.92,0,1,0,1,1,04
10.67,0,1,0,1,1,05
9.75,0,1,0,1,1,05
10.67,0,1,0,0,1,07
10.17,0,1,0,0,2,11
9.75,0,0,0,0,1,08
10.25,0,1,0,0,1,07
10.5,0,1,0,3,1,08
11.92,0,1,0,2,1,09
8.83,1,0,0,0,1,04
11.58,0,1,0,0,1,04
8.5,1,0,0,1,1,04
7.67,0,0,0,0,1,05
10.58,0,1,0,2,1,12
10.42,1,1,0,1,2,08
8.42,0,1,0,1,1,09
11.92,0,1,0,1,1,02
9.0,0,1,0,0,1,08
7.83,1,0,0,3,1,04
9.33,0,1,0,1,1,05
15.92,1,1,0,0,2,02
7.75,0,1,0,0,0,04
10.83,1,1,0,1,2,03
10.33,1,1,0,0,1,08
15.92,1,0,0,0,1,09
8.42,0,1,0,1,1,09
10.17,1,1,0,1,2,10
10.83,1,0,0,1,1,03
7.75,1,0,0,0,0,04
12.0,1,0,0,1,1,03
9.67,0,1,0,0,1,02
10.17,0,0,0,0,1,10
9.0,0,1,0,3,1,03
9.92,0,0,0,0,2,01
10.0,0,1,0,0,1,03
13.67,1,1,0,0,1,03
11.67,0,1,0,3,0,03
8.17,1,1,0,0,1,03
9.67,1,1,0,0,0,03
9.75,0,1,0,3,1,03
8.08,0,0,0,0,0,01
8.67,0,1,0,3,1,02
9.0,0,1,0,0,1,03
8.83,0,0,0,0,0,01
10.75,0,1,0,0,0,01
8.5,1,0,0,0,1,01
8.33,0,0,0,0,1,02
9.33,1,1,0,1,1,11
7.83,0,0,0,0,0,03
8.92,0,0,0,1,1,03
10.92,0,1,0,1,1,01
9.92,0,1,0,0,1,03
7.92,0,1,0,1,1,03
10.75,0,1,0,1,2,10
8.17,0,0,0,0,1,02
14.08,0,1,0,0,2,03
12.92,1,0,0,1,2,08
9.33,0,0,0,0,0,01
12.83,0,1,0,1,2,01
8.42,1,1,0,0,0,01
8.92,1,0,0,0,1,12
9.92,1,0,0,1,1,12
9.83,1,0,0,0,1,12
9.83,0,0,0,1,1,11
8.83,1,1,0,0,1,10
10.83,0,1,0,3,1,03
12.92,0,1,0,0,0,12
10.92,1,1,0,0,2,11
8.92,0,0,0,0,2,12
14.92,1,1,0,0,2,12
9.08,0,0,0,0,1,12
8.5,0,1,0,0,1,12
8.42,0,0,0,0,1,12
8.92,1,1,0,0,1,12
11.92,0,0,0,0,0,12
8.92,1,0,0,0,1,12
10.92,1,1,0,2,1,12
9.0,1,1,0,1,2,01
14.75,1,1,0,0,1,08
9.0,1,1,0,0,1,01
8.25,0,0,0,1,1,10
15.92,0,1,0,0,1,08
10.08,1,0,0,1,1,12
8.5,1,0,0,0,1,06
8.33,1,0,0,0,1,12
15.92,0,1,0,0,1,05
9.17,0,1,0,0,1,04
15.17,0,1,0,0,0,04
8.42,1,1,0,1,1,08
15.92,1,1,0,0,1,08
15.67,1,1,0,0,0,08
9.42,1,1,0,1,1,08
8.33,1,1,0,0,1,09
9.42,0,1,0,2,1,11
8.83,1,0,0,0,1,04
11.92,1,1,0,3,0,03
13.0,0,0,0,1,2,01
9.42,0,0,0,0,1,08
13.92,1,1,0,0,1,01
9.17,0,0,0,1,1,02
8.33,0,0,0,0,1,09
10.92,1,1,0,0,1,10
13.92,0,1,0,3,1,10
10.58,0,0,0,0,1,01
10.92,0,0,0,0,0,03
11.67,0,1,0,3,1,11
13.0,0,1,0,0,1,08
11.92,0,1,0,0,1,12
10.92,0,0,0,1,1,01
8.5,0,1,0,0,1,06
9.92,1,1,0,0,1,01
10.92,1,0,0,1,1,10
9.67,1,1,0,1,1,12
10.17,1,1,0,0,1,12
10.0,1,1,0,0,1,03
10.0,0,0,0,0,2,09
10.0,1,0,0,3,1,09
13.0,0,1,0,0,0,08
10.42,1,1,0,0,2,11
9.5,0,1,0,1,1,10
9.0,0,0,0,1,1,05
10.0,0,0,0,0,1,04
8.58,1,0,0,0,1,11
12.42,1,1,0,0,1,08
10.0,1,1,0,0,1,01
10.0,1,1,0,3,1,02
8.5,1,0,0,1,1,12
19.0,0,0,0,0,1,12
9.0,1,1,0,3,1,07
9.5,1,1,0,0,0,09
10.0,0,1,0,3,2,07
14.17,0,1,0,0,0,10
13.92,0,0,0,3,1,10
15.92,0,0,0,0,1,09
17.92,0,1,0,1,2,11
13.17,1,0,0,1,1,09
9.5,1,1,0,0,1,07
11.08,0,0,0,0,1,10
11.92,0,0,0,0,2,09
9.08,0,0,0,0,1,11
13.08,1,0,0,0,1,09
9.83,1,0,0,0,2,08
11.92,1,1,0,0,2,09
9.5,0,0,0,0,2,07
11.92,0,0,0,3,2,07
9.25,1,0,0,0,1,08
11.92,1,1,0,0,1,08
11.92,0,0,0,3,2,08
10.92,0,0,0,0,1,08
10.92,1,0,0,0,2,07
9.92,1,0,0,0,2,04
14.92,1,0,0,0,2,06
11.92,0,1,0,0,2,06
11.92,0,1,0,0,2,04
11.92,1,0,0,0,2,07
13.92,1,0,0,0,1,04
10.83,1,1,0,0,1,05
12.5,0,0,0,0,2,07
9.58,1,0,0,0,2,07
11.92,1,0,0,0,1,07
9.5,0,1,0,0,1,07
17.92,1,0,0,0,1,06
11.92,0,0,0,3,1,05
10.92,0,0,0,0,2,06
12.92,0,0,0,0,2,05
10.0,1,0,0,0,2,02
11.42,0,1,0,2,1,01
10.92,0,0,0,0,1,03
10.83,1,1,0,0,0,08
10.67,1,0,0,0,1,09
8.75,1,1,0,0,1,08
10.75,1,1,0,0,1,12
10.5,0,1,0,2,1,09
9.92,0,1,0,0,1,10
11.25,0,1,0,3,2,10
11.92,0,0,0,1,1,03
16.92,0,1,0,0,2,03
13.08,1,1,0,1,1,08
11.92,1,0,0,0,1,03
17.08,0,1,0,1,2,08
8.67,1,1,0,1,1,08
11.67,1,0,0,0,1,11
17.08,1,1,0,0,0,08
12.92,1,0,0,0,1,02
10.92,0,1,0,0,2,02
9.08,1,1,0,3,1,09
10.08,1,1,0,0,1,08
14.08,1,1,0,1,1,08
13.08,1,1,0,0,2,09
13.08,1,1,0,0,2,08
14.08,0,1,0,0,2,09
13.08,1,1,0,0,2,08
9.58,0,0,0,0,1,07
9.08,0,1,0,0,1,09
9.08,1,1,0,0,1,08
17.08,1,1,0,1,2,09
9.17,1,1,0,0,1,08
14.92,1,1,0,3,2,08
10.0,0,1,0,3,1,09
15.08,1,0,0,0,2,09
9.75,1,0,0,0,0,10
11.08,1,0,0,0,1,09
14.08,1,1,0,0,1,09
13.08,0,1,0,0,0,09
10.58,1,1,0,0,1,11
10.0,0,1,0,1,1,09
9.58,1,0,0,1,1,07
9.25,0,1,0,0,0,08
14.75,1,1,0,0,1,11
11.67,0,0,0,3,1,10
13.17,1,0,0,1,1,07
8.92,1,1,0,1,1,08
10.08,0,0,0,0,1,05
9.08,0,1,0,0,1,09
9.42,1,1,0,1,1,08
9.42,0,0,0,0,1,02
15.25,0,0,0,0,1,09
12.08,0,1,0,0,2,09
13.08,0,1,0,0,0,08
10.0,0,1,0,0,2,09
9.25,1,1,0,0,0,08
8.58,1,1,0,0,1,08
9.42,1,1,0,0,1,07
8.42,1,0,0,0,1,07
14.92,1,1,0,0,2,08
8.67,1,0,0,0,0,06
10.92,1,0,0,2,2,07
18.42,1,0,0,0,1,01
9.83,0,1,0,1,1,04
9.17,0,1,0,1,1,02
9.17,1,1,0,0,1,12
10.33,1,0,0,0,1,08
14.92,1,1,0,0,2,08
11.17,0,1,0,0,1,10
10.33,0,1,0,3,1,07
10.5,1,1,0,3,1,03
12.92,0,1,0,0,1,07
9.83,1,0,0,0,1,06
8.42,0,0,0,0,1,07
11.58,1,1,0,1,2,05
10.92,0,0,0,0,1,04
10.92,0,1,0,0,1,06
9.08,0,1,0,0,1,06
10.0,0,1,0,1,2,11
9.67,0,0,0,3,1,03
10.75,1,1,0,0,1,03
11.92,0,1,0,0,2,06
10.92,0,1,0,1,2,06
8.83,1,0,0,0,1,06
9.92,1,1,0,0,2,06
10.0,0,1,0,2,1,11
9.58,1,1,0,0,2,06
12.17,1,0,0,2,1,03
9.92,0,1,0,2,1,05
8.58,1,0,0,1,1,06
14.92,0,1,0,0,0,06
11.42,1,0,0,1,0,04
11.5,0,1,0,0,2,06
8.92,0,1,1,0,0,02
10.08,1,1,0,2,1,04
10.75,0,0,0,2,2,10
17.92,1,0,0,0,1,03
9.92,1,1,0,0,0,03
12.58,0,0,0,0,0,01
9.67,1,0,0,0,1,04
9.42,0,0,0,1,1,09
13.92,0,1,0,0,1,04
13.58,1,0,0,0,2,05
12.92,1,1,0,0,1,04
12.33,0,1,0,1,1,05
18.5,0,0,0,0,1,05
10.75,0,1,0,0,1,11
13.33,0,1,0,0,1,03
13.42,0,1,0,0,2,07
11.08,1,1,0,0,0,06
10.75,1,1,0,2,0,02
9.5,1,1,0,0,0,03
11.92,0,1,0,1,1,05
14.0,0,1,0,0,1,11
10.75,0,0,0,1,2,03
10.08,1,0,0,0,1,03
12.17,1,0,0,0,1,07
9.75,0,0,0,3,1,04
12.5,1,0,0,0,2,06
9.75,0,0,0,0,1,04
9.5,0,0,0,0,1,08
13.58,0,0,0,0,2,03
14.75,1,0,0,0,1,10
8.83,1,1,0,0,1,04
10.92,1,1,0,0,2,03
10.75,0,1,0,3,1,03
10.92,1,1,0,0,2,03
11.08,1,0,0,0,1,03
11.92,1,0,0,0,1,04
10.92,0,1,0,0,2,02
14.83,0,0,0,0,1,02
9.83,1,1,0,3,0,11
10.92,0,1,0,0,2,12
12.83,1,0,0,0,1,01
12.0,1,0,0,0,1,05
16.08,0,1,0,1,2,03
10.83,0,0,0,0,0,01
11.0,0,1,0,1,1,01
9.42,1,1,0,1,2,02
15.25,0,1,0,0,2,02
11.75,1,1,0,0,1,02
9.67,0,0,0,0,1,07
10.17,0,1,0,0,2,02
12.17,1,1,0,0,1,02
9.0,0,0,0,0,0,01
9.25,0,0,0,1,1,10
10.92,1,0,0,0,1,01
10.92,0,0,0,1,1,01
10.33,0,1,0,0,2,01
9.25,1,0,0,0,1,10
10.17,1,0,0,1,0,10
10.5,1,0,0,0,1,10
11.83,1,0,0,0,1,04
13.92,0,1,0,0,1,02
10.83,1,1,0,1,1,01
9.25,1,0,0,0,1,10
9.08,0,0,0,0,0,12
9.25,1,0,0,1,0,11
9.5,0,1,0,2,1,01
9.92,1,0,0,0,1,01
11.83,0,0,0,0,2,11
11.92,1,1,0,0,1,11
9.25,1,0,0,0,1,10
9.92,1,0,0,0,1,01
10.92,0,1,0,0,2,12
14.92,0,0,0,0,2,12
12.33,0,0,0,0,1,10
