principal_component_1,principal_component_2,class
6.80484821,1.598631743,1
1.753086974,1.243508421,1
4.559323186,5.116710711,1
1.620323007,4.309470302,1
6.283581116,0.419809904,2
6.423240731,6.678704173,1
2.849882081,0.495367469,2
1.887381228,0.232939272,2
1.60828749,0.165493707,2
2.204816238,0.319018919,2
9.455920311,-2.856361449,2
3.851753373,-2.324805628,2
4.1481129,-3.281509287,2
-0.085086566,5.91260831,1
4.541627606,1.999279104,1
3.592363091,-4.484287013,2
4.661704165,-4.188383085,2
4.623449954,-4.189434544,2
10.39206971,-2.608583917,2
7.486241885,6.961387186,1
4.627600871,-4.196851469,2
0.735663143,6.148300412,1
4.590203915,-4.194754703,2
3.959876977,-3.346369749,2
4.611921057,-4.202042452,2
8.472539033,3.083049551,1
1.020493773,5.178988846,1
9.440240497,-2.861552432,2
1.496688082,4.274211814,1
6.596348358,-3.645856977,2
3.9252211,-2.304794159,2
1.393753456,5.295162927,1
10.37035257,-2.601296169,2
4.37108153,-4.268436557,2
10.42257208,-2.601350177,2
5.435973332,-3.961901551,2
12.29102722,-2.086578391,2
5.593702646,-3.933188627,2
3.916435869,-2.319315647,2
10.98406345,-2.449229432,2
7.349753401,-3.437853268,2
3.934859349,-2.316038245,2
4.046283439,-4.360646121,2
2.986880619,-3.600702086,2
4.830791296,-2.054038224,2
5.25138277,1.168639031,1
2.011060593,5.462364158,1
3.519501291,-0.345162108,2
1.418771084,4.264831424,1
11.64605045,-2.262954022,2
4.976740384,2.118054941,1
4.885455105,6.253902444,1
2.485063819,3.509456733,1
3.922096996,5.988326021,1
0.128166985,4.947137268,1
2.937573264,-4.654193283,2
0.782397912,5.11068116,1
7.86681471,2.914784208,1
0.353326699,5.008340391,1
7.003527112,-1.472118229,2
6.557061819,5.666574452,1
6.577924877,-3.649134379,2
4.589095578,7.210606102,1
5.608525204,-3.93114587,2
8.126634538,1.963325541,1
7.122578987,2.72288964,1
8.211025234,-2.163191456,2
3.50998608,1.726978056,1
2.130793341,2.390443827,1
2.404021651,2.459009867,1
3.127397489,2.661340409,1
14.25703104,-1.533670319,2
4.022167506,1.867000006,1
4.520635777,-0.066194949,2
5.513770946,2.279377014,1
2.058179452,4.426332559,1
4.576155777,-1.089292713,2
2.659635694,6.681366837,1
5.737772149,-0.768512262,2
6.037425337,-1.735781071,2
2.653594129,6.664931769,1
3.098053626,5.763199069,1
9.738188326,3.43241714,1
2.66237936,6.679453257,1
6.045485255,0.351502218,2
7.147596615,1.692558136,1
6.713209149,-0.498979502,2
11.27146925,-2.368822952,2
2.248983724,6.553389672,1
1.764561003,6.422515041,1
3.36665186,5.838740494,1
7.008843364,0.617078641,2
6.022602779,-1.737823828,2
9.740026694,7.581275442,1
7.501995383,-3.405313184,2
8.581104881,2.078314862,1
6.65713233,1.545248437,1
7.276716285,2.765381868,1
4.956862626,-2.032493111,2
10.60935479,2.650426291,1
3.132819411,3.697563722,1
7.962688341,3.98228778,1
4.273202103,0.901019851,1
5.493632135,0.188137388,2
8.62313615,2.098156509,1
10.46052951,4.668217134,1
8.583848547,2.076401282,1
4.658663716,3.082046348,1
4.414523702,4.038695998,1
5.334297399,-2.952597518,2
5.708726135,4.399017202,1
6.698435699,4.679244289,1
5.73507759,4.413667867,1
7.435727731,-0.299797185,2
4.500377582,4.074463599,1
10.2919992,1.512742098,1
6.92500525,3.693551664,1
10.54985237,2.629309354,1
6.144271045,0.365460584,2
8.401829506,-0.036134343,2
8.401829506,-0.036134343,2
11.30758365,0.765785907,1
4.786492932,-1.030132347,2
5.398019556,-2.938674609,2
6.475113289,-0.567287188,2
8.432331878,-0.028900604,2
5.752594707,-0.766469505,2
4.845438536,0.012114765,2
6.444610916,-0.574520927,2
5.549152135,-0.834960376,2
5.70530053,2.333672326,1
5.481252807,-0.84009735,2
5.513770946,2.279377014,1
2.900475221,6.747760943,1
11.34223694,0.76560272,1
9.365187615,0.229442079,1
5.509011514,-0.83095003,2
7.481909917,-0.287372464,2
5.057109519,1.1162573,1
6.402075107,-3.698238708,2
6.507026564,7.727237459,1
7.833448222,-0.192824432,2
